match_id,season,match_number,stage,date,venue,city,team1,team2,toss_winner,toss_decision,first_innings_score,first_innings_wickets,first_innings_overs,second_innings_score,second_innings_wickets,second_innings_overs,result,winner,win_by,win_margin,player_of_match,umpire1,umpire2,is_day_night
M0598,2017,36,League,2017-05-06,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,234,2,19.1,236,6,17.2,normal,Royal Challengers Bangalore,wickets,7,Chris Rashid,Richard Kettleborough,Sundaram Ravi,False
M0599,2017,37,League,2017-05-07,Ekana Cricket Stadium,Lucknow,Gujarat Lions,Delhi Daredevils,Gujarat Lions,bat,145,9,19.4,113,6,15.4,normal,Delhi Daredevils,runs,32,Trent Zaman,Billy Bowden,Paul Reiffel,False
M0600,2017,38,League,2017-05-08,Eden Gardens,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,211,4,18.7,138,9,18.4,normal,Kolkata Knight Riders,runs,73,Jasprit Rayudu,Virender Sharma,CK Nandan,True
M0601,2017,39,League,2017-05-10,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,field,208,6,19.7,215,3,15.4,normal,Sunrisers Hyderabad,wickets,3,Lockie Ashwin,Sundaram Ravi,Simon Taufel,True
M0602,2017,40,League,2017-05-12,Wankhede Stadium,Mumbai,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,206,8,18.2,206,10,15.1,tie,Mumbai Indians,super over,0,Shikhar Zampa,Simon Taufel,Kumar Dharmasena,True
M0603,2017,41,League,2017-05-13,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,115,6,19.1,119,2,16.6,normal,Mumbai Indians,wickets,9,Hardik Yadav,Marais Erasmus,Billy Bowden,False
M0604,2017,42,League,2017-05-14,MCA Stadium,Pune,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,153,9,19.2,155,7,16.9,normal,Royal Challengers Bangalore,wickets,2,Denesh Cummins,AK Chaudhary,Paul Reiffel,True
M0605,2017,43,League,2017-05-15,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,field,222,6,18.5,219,6,17.2,tie,Rising Pune Supergiant,super over,0,Chris Wood,Rod Tucker,Ulhas Gandhe,True
M0606,2017,44,League,2017-05-17,Narendra Modi Stadium,Ahmedabad,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,bat,191,2,18.4,135,1,17.6,normal,Kolkata Knight Riders,runs,56,Imran Rossouw,AK Chaudhary,Marais Erasmus,True
M0607,2017,45,League,2017-05-18,MCA Stadium,Pune,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,231,10,20.0,152,10,17.2,normal,Rising Pune Supergiant,runs,79,Devdutt Klaasen,Richard Kettleborough,Kumar Dharmasena,False
M0608,2017,46,League,2017-05-19,Himachal Pradesh Cricket Association Stadium,Dharamsala,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,bat,202,6,18.6,199,3,18.8,normal,Rising Pune Supergiant,super over,0,Faheem Tahir,Virender Sharma,Anil Chaudhary,True
M0609,2017,47,League,2017-05-21,Himachal Pradesh Cricket Association Stadium,Dharamsala,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,166,10,20.0,162,1,17.1,normal,Kings XI Punjab,runs,4,Chris Taylor,Nitin Menon,KN Ananthapadmanabhan,False
M0610,2017,48,League,2017-05-22,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,133,10,20.0,143,5,19.0,normal,Delhi Daredevils,wickets,2,Shreyas Jadeja,Michael Gough,CK Nandan,False
M0611,2017,49,League,2017-05-24,Holkar Cricket Stadium,Indore,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,bat,182,3,19.6,166,7,15.6,normal,Kings XI Punjab,runs,16,Washington Salt,CK Nandan,Billy Bowden,False
M0612,2017,50,League,2017-05-26,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Gujarat Lions,Kings XI Punjab,field,260,4,18.6,201,1,19.4,normal,Gujarat Lions,runs,59,Sunil Bumrah,CK Nandan,Paul Reiffel,True
M0613,2017,51,League,2017-05-28,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,159,4,19.1,102,2,16.9,normal,Mumbai Indians,runs,57,Trent Zaman,Marais Erasmus,Anil Chaudhary,False
M0614,2017,52,League,2017-05-30,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,236,10,20.0,184,4,18.1,normal,Royal Challengers Bangalore,runs,52,Jonny Akhtar,CK Nandan,Richard Kettleborough,True
M0615,2017,53,League,2017-05-31,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,154,3,19.2,144,4,16.8,normal,Delhi Daredevils,runs,10,Rishabh Rabada,Michael Gough,Marais Erasmus,False
M0616,2017,54,League,2017-06-01,Narendra Modi Stadium,Ahmedabad,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,182,10,20.0,149,9,15.5,normal,Gujarat Lions,runs,33,Shreyas Jadeja,Nitin Menon,Aleem Dar,True
M0617,2017,55,League,2017-06-02,Eden Gardens,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,108,5,19.4,60,5,15.1,normal,Kolkata Knight Riders,runs,84,Shadab Anderson,Sundaram Ravi,CK Nandan,False
M0618,2017,56,League,2017-06-04,Eden Gardens,Kolkata,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,201,9,19.7,203,5,15.4,normal,Sunrisers Hyderabad,wickets,1,Suryakumar Rahane,Chris Gaffaney,CK Nandan,False
M0619,2017,57,Qualifier 1,2017-06-06,Narendra Modi Stadium,Ahmedabad,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,208,10,20.0,212,10,17.0,normal,Royal Challengers Bangalore,wickets,9,Chris Sundar,Michael Gough,AK Chaudhary,True
M0620,2017,58,Eliminator,2017-06-08,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,112,3,18.2,109,10,18.4,normal,Kolkata Knight Riders,super over,0,Shadab Anderson,Billy Bowden,KN Ananthapadmanabhan,True
M0621,2017,59,Qualifier 2,2017-06-09,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,155,10,20.0,162,4,17.1,normal,Mumbai Indians,wickets,1,Dwaine Markram,Bruce Oxenford,CK Nandan,True
M0622,2017,60,Final,2017-06-10,Eden Gardens,Kolkata,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,177,4,18.6,93,10,16.3,normal,Kolkata Knight Riders,runs,84,Sam Brook,Billy Bowden,Paul Reiffel,False
M0623,2018,1,League,2018-04-22,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,220,8,19.7,180,8,18.8,normal,Kolkata Knight Riders,runs,40,Wriddhiman Brewis,Nitin Menon,AK Chaudhary,True
M0624,2018,2,League,2018-04-23,Wankhede Stadium,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,194,6,19.6,162,7,18.9,normal,Mumbai Indians,runs,32,Martin Samson,Marais Erasmus,CK Nandan,False
M0625,2018,3,League,2018-04-24,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,141,4,18.2,86,3,16.5,normal,Chennai Super Kings,runs,55,Steve Iyer,Virender Sharma,CK Nandan,False
M0626,2018,4,League,2018-04-26,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,125,3,18.7,89,9,19.1,normal,Sunrisers Hyderabad,runs,36,Faf Brewis,Chris Gaffaney,AK Chaudhary,False
M0627,2018,5,League,2018-04-28,Barabati Stadium,Cuttack,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,123,5,19.7,133,10,19.4,normal,Sunrisers Hyderabad,wickets,8,Wriddhiman Steyn,Anil Chaudhary,Virender Sharma,False
M0628,2018,6,League,2018-04-29,Wankhede Stadium,Mumbai,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,157,2,18.4,142,5,16.1,normal,Kolkata Knight Riders,runs,15,Ajinkya Agarwal,KN Ananthapadmanabhan,Nitin Menon,True
M0629,2018,7,League,2018-04-30,M. A. Chidambaram Stadium,Chennai,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,194,6,19.9,191,5,15.6,tie,Royal Challengers Bangalore,super over,0,Umesh Natarajan,AK Chaudhary,Bruce Oxenford,True
M0630,2018,8,League,2018-05-02,Narendra Modi Stadium,Ahmedabad,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,278,6,19.3,194,6,18.7,normal,Kings XI Punjab,runs,84,Nathan Amla,Rod Tucker,Simon Taufel,True
M0631,2018,9,League,2018-05-03,Ekana Cricket Stadium,Lucknow,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,152,5,19.3,101,3,17.4,normal,Kolkata Knight Riders,runs,51,Najibullah Williamson,Aleem Dar,Rod Tucker,True
M0632,2018,10,League,2018-05-05,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,195,5,19.7,201,4,15.2,normal,Kings XI Punjab,wickets,2,Shaheen Cummins,Michael Gough,Bruce Oxenford,False
M0633,2018,11,League,2018-05-06,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,126,10,20.0,60,2,18.6,normal,Kings XI Punjab,runs,82,Heinrich Markram,S Ravi,Virender Sharma,True
M0634,2018,12,League,2018-05-08,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,168,10,20.0,113,4,19.1,normal,Royal Challengers Bangalore,runs,55,Rahul Maxwell,Anil Chaudhary,Simon Taufel,False
M0635,2018,13,League,2018-05-10,Barabati Stadium,Cuttack,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,208,4,19.1,131,9,17.6,normal,Sunrisers Hyderabad,runs,77,KL Brewis,Chris Gaffaney,AK Chaudhary,False
M0636,2018,14,League,2018-05-12,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,222,3,18.5,225,5,16.9,normal,Mumbai Indians,wickets,3,Axar Jadeja,Billy Bowden,Simon Taufel,True
M0637,2018,15,League,2018-05-14,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,230,5,18.5,233,2,19.9,normal,Royal Challengers Bangalore,wickets,3,Shikhar Archer,AK Chaudhary,KN Ananthapadmanabhan,True
M0638,2018,16,League,2018-05-15,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,111,3,18.0,95,4,15.9,normal,Kings XI Punjab,runs,16,Dwaine Marsh,Aleem Dar,Michael Gough,False
M0639,2018,17,League,2018-05-16,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,97,10,20.0,102,4,16.9,normal,Kolkata Knight Riders,wickets,2,Sanju de Bruyn,Simon Taufel,Paul Reiffel,False
M0640,2018,18,League,2018-05-17,Eden Gardens,Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,224,6,18.8,227,4,16.6,normal,Kolkata Knight Riders,wickets,1,Faheem Pandey,CK Nandan,Sundaram Ravi,False
M0641,2018,19,League,2018-05-18,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,189,6,19.9,199,7,17.2,normal,Chennai Super Kings,wickets,1,Krunal Curran,Simon Taufel,Nitin Menon,False
M0642,2018,20,League,2018-05-19,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,200,7,18.6,117,2,18.5,normal,Chennai Super Kings,runs,83,Axar Amla,Bruce Oxenford,Paul Reiffel,False
M0643,2018,21,League,2018-05-20,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,149,8,18.8,77,4,16.5,normal,Rajasthan Royals,runs,72,Aiden Pandya,Richard Kettleborough,S Ravi,False
M0644,2018,22,League,2018-05-22,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,bat,127,9,19.1,135,10,15.4,normal,Delhi Daredevils,wickets,9,Rahul Pope,Aleem Dar,Anil Chaudhary,True
M0645,2018,23,League,2018-05-24,Ekana Cricket Stadium,Lucknow,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,133,8,19.8,121,6,17.3,normal,Rajasthan Royals,runs,12,Mitch Coetzee,Ulhas Gandhe,Sundaram Ravi,False
M0646,2018,24,League,2018-05-26,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,218,7,18.7,220,8,17.4,normal,Kolkata Knight Riders,wickets,2,Shikhar Karthik,Paul Reiffel,Simon Taufel,True
M0647,2018,25,League,2018-05-27,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,203,4,18.9,125,3,15.8,normal,Royal Challengers Bangalore,runs,78,Naveen Ali,Michael Gough,KN Ananthapadmanabhan,True
M0648,2018,26,League,2018-05-28,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,188,6,18.7,117,1,16.6,normal,Delhi Daredevils,runs,71,Aiden Buttler,Ulhas Gandhe,Richard Kettleborough,False
M0649,2018,27,League,2018-05-29,Brabourne Stadium,Mumbai,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,bat,115,8,18.4,121,7,16.4,normal,Kings XI Punjab,wickets,1,Daniel de Bruyn,Billy Bowden,Virender Sharma,True
M0650,2018,28,League,2018-05-30,Greenfield Intl Stadium,Thiruvananthapuram,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,96,2,18.2,105,3,15.8,normal,Sunrisers Hyderabad,wickets,5,Ravichandran Marsh,Chris Gaffaney,Virender Sharma,True
M0651,2018,29,League,2018-05-31,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,116,3,18.2,117,10,15.9,normal,Royal Challengers Bangalore,wickets,9,Shoaib Amir,Virender Sharma,Kumar Dharmasena,True
M0652,2018,30,League,2018-06-01,M. A. Chidambaram Stadium,Chennai,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,207,5,18.1,134,8,15.4,normal,Chennai Super Kings,runs,73,Kagiso Saha,CK Nandan,Sundaram Ravi,False
M0653,2018,31,League,2018-06-02,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,132,10,20.0,139,10,17.8,normal,Kolkata Knight Riders,wickets,4,Krunal Brewis,Rod Tucker,CK Nandan,True
M0654,2018,32,League,2018-06-03,Chinnaswamy Stadium,Bangalore,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,bat,221,5,19.6,224,2,16.1,tie,Mumbai Indians,super over,0,Chris Rashid,Simon Taufel,Billy Bowden,True
M0655,2018,33,League,2018-06-04,Holkar Cricket Stadium,Indore,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,259,6,19.0,212,4,16.7,normal,Sunrisers Hyderabad,runs,47,MS Taylor,Richard Kettleborough,CK Nandan,True
M0656,2018,34,League,2018-06-06,Wankhede Stadium,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,164,6,19.9,167,4,17.7,normal,Mumbai Indians,super over,0,Reece Markram,Marais Erasmus,Nitin Menon,True
M0657,2018,35,League,2018-06-07,Barabati Stadium,Cuttack,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,110,8,18.7,116,6,15.4,normal,Kolkata Knight Riders,wickets,5,Adil Taylor,S Ravi,Marais Erasmus,True
M0658,2018,36,League,2018-06-08,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,105,3,19.8,107,2,17.3,normal,Mumbai Indians,wickets,5,Gulbadin Salt,Ulhas Gandhe,S Ravi,False
M0659,2018,37,League,2018-06-09,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,141,2,18.8,147,4,16.6,normal,Chennai Super Kings,wickets,3,Mark Amir,Chris Gaffaney,Simon Taufel,False
M0660,2018,38,League,2018-06-10,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,106,4,19.7,107,2,16.6,normal,Rajasthan Royals,wickets,1,Martin Samson,Nitin Menon,Rod Tucker,False
M0661,2018,39,League,2018-06-11,Narendra Modi Stadium,Ahmedabad,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,189,9,19.4,125,3,17.3,normal,Royal Challengers Bangalore,runs,64,Mitchell Conway,AK Chaudhary,Billy Bowden,False
M0662,2018,40,League,2018-06-12,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,235,6,19.5,155,1,16.0,normal,Sunrisers Hyderabad,runs,80,Wahab Jansen,Sundaram Ravi,Kumar Dharmasena,True
M0663,2018,41,League,2018-06-13,JSCA Intl Stadium Complex,Ranchi,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,157,7,19.8,160,9,16.8,normal,Chennai Super Kings,wickets,2,Dewald van der Dussen,Bruce Oxenford,Anil Chaudhary,True
M0664,2018,42,League,2018-06-15,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,97,2,18.8,106,1,15.4,normal,Kings XI Punjab,wickets,10,Nicholas Rashid,S Ravi,Virender Sharma,True
M0665,2018,43,League,2018-06-17,Eden Gardens,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,205,2,18.0,157,8,17.3,normal,Sunrisers Hyderabad,runs,48,Ollie Rahul,Marais Erasmus,Nitin Menon,True
M0666,2018,44,League,2018-06-18,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,217,4,18.6,200,8,17.7,normal,Rajasthan Royals,runs,17,Alzarri Gayle,Marais Erasmus,Sundaram Ravi,False
M0667,2018,45,League,2018-06-19,DY Patil Stadium,Navi Mumbai,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,bat,107,7,18.5,116,9,19.6,normal,Kings XI Punjab,wickets,7,Prithvi Amir,Ulhas Gandhe,Chris Gaffaney,True
M0668,2018,46,League,2018-06-20,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,bat,216,7,19.5,173,10,17.8,normal,Delhi Daredevils,runs,43,Ravichandran Smith,AK Chaudhary,Virender Sharma,False
M0669,2018,47,League,2018-06-21,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,207,4,19.6,176,3,17.3,normal,Kings XI Punjab,runs,31,Dinesh Livingstone,Anil Chaudhary,Ulhas Gandhe,True
M0670,2018,48,League,2018-06-22,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,240,2,18.4,243,2,18.2,normal,Kolkata Knight Riders,wickets,4,Bhuvneshwar Curran,Michael Gough,Marais Erasmus,True
M0671,2018,49,League,2018-06-23,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,228,8,18.4,213,6,16.7,normal,Delhi Daredevils,runs,15,Dinesh Bairstow,AK Chaudhary,Simon Taufel,False
M0672,2018,50,League,2018-06-25,Arun Jaitley Stadium,Delhi,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,155,9,19.1,165,4,15.3,normal,Sunrisers Hyderabad,wickets,6,Devdutt Boult,S Ravi,Richard Kettleborough,False
M0673,2018,51,League,2018-06-27,Narendra Modi Stadium,Ahmedabad,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,135,4,19.4,137,3,15.0,normal,Sunrisers Hyderabad,super over,0,Nathan Klaasen,Marais Erasmus,AK Chaudhary,False
M0674,2018,52,League,2018-06-28,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,171,5,19.5,108,9,18.7,normal,Kings XI Punjab,runs,63,Ambati Hales,Simon Taufel,CK Nandan,True
M0675,2018,53,League,2018-06-29,Eden Gardens,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,170,4,18.4,167,3,18.6,normal,Kolkata Knight Riders,super over,0,Wriddhiman Zampa,KN Ananthapadmanabhan,Anil Chaudhary,False
M0676,2018,54,League,2018-06-30,Arun Jaitley Stadium,Delhi,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,184,2,18.8,188,1,18.4,normal,Delhi Daredevils,wickets,7,Rahul Brewis,Billy Bowden,Anil Chaudhary,True
M0677,2018,55,League,2018-07-02,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,105,4,20.0,95,2,17.1,normal,Sunrisers Hyderabad,runs,10,Ravichandran Gill,Simon Taufel,KN Ananthapadmanabhan,True
M0678,2018,56,League,2018-07-03,Himachal Pradesh Cricket Association Stadium,Dharamsala,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,170,3,19.2,100,7,15.8,normal,Chennai Super Kings,runs,70,Shoaib Kumar,Sundaram Ravi,Simon Taufel,False
M0679,2018,57,Qualifier 1,2018-07-04,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,206,8,18.9,201,7,16.2,normal,Kolkata Knight Riders,super over,0,Matthew Hazlewood,S Ravi,Richard Kettleborough,True
M0680,2018,58,Eliminator,2018-07-05,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,217,8,18.8,212,4,18.4,normal,Kings XI Punjab,runs,5,Josh Salt,Michael Gough,Rod Tucker,True
M0681,2018,59,Qualifier 2,2018-07-06,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,132,8,19.8,134,5,19.8,normal,Rajasthan Royals,wickets,7,Dale Dhoni,Chris Gaffaney,Rod Tucker,False
M0682,2018,60,Final,2018-07-08,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,107,10,20.0,115,10,19.8,normal,Rajasthan Royals,wickets,9,Steve Zaman,Michael Gough,Kumar Dharmasena,False
M0683,2019,1,League,2019-03-25,Eden Gardens,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,129,6,19.9,135,1,16.8,normal,Kolkata Knight Riders,wickets,4,Ollie Rahul,Bruce Oxenford,Michael Gough,True
M0684,2019,2,League,2019-03-26,Eden Gardens,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,227,8,18.1,232,6,19.3,normal,Royal Challengers Bangalore,wickets,9,Wahab Saha,S Ravi,Sundaram Ravi,True
M0685,2019,3,League,2019-03-27,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,211,7,19.1,210,7,16.9,normal,Kolkata Knight Riders,super over,0,Wahab Dhawan,Michael Gough,Ulhas Gandhe,False
M0686,2019,4,League,2019-03-29,Arun Jaitley Stadium,Delhi,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,240,2,19.1,237,10,19.6,normal,Kolkata Knight Riders,runs,3,Dale Siraj,Paul Reiffel,Ulhas Gandhe,False
M0687,2019,5,League,2019-03-30,Punjab Cricket Association Stadium,Mohali,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,177,9,18.4,178,8,19.4,normal,Royal Challengers Bangalore,wickets,7,Ishan Agarwal,Chris Gaffaney,Richard Kettleborough,True
M0688,2019,6,League,2019-03-31,Arun Jaitley Stadium,Delhi,Delhi Capitals,Kings XI Punjab,Delhi Capitals,field,144,5,19.6,151,2,16.5,normal,Kings XI Punjab,wickets,10,Axar Stokes,Nitin Menon,Paul Reiffel,False
M0689,2019,7,League,2019-04-01,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,131,9,19.9,60,6,19.6,normal,Chennai Super Kings,runs,83,Liam Southee,Richard Kettleborough,Kumar Dharmasena,True
M0690,2019,8,League,2019-04-02,Barabati Stadium,Cuttack,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,141,8,19.8,149,5,16.3,normal,Chennai Super Kings,wickets,5,Hashim Chahar,KN Ananthapadmanabhan,Billy Bowden,True
M0691,2019,9,League,2019-04-03,Wankhede Stadium,Mumbai,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,218,9,18.3,161,7,17.0,normal,Kings XI Punjab,runs,57,Ross Khan,Nitin Menon,CK Nandan,True
M0692,2019,10,League,2019-04-04,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,233,3,18.0,239,9,18.3,normal,Sunrisers Hyderabad,wickets,8,Trent Boult,Billy Bowden,Michael Gough,False
M0693,2019,11,League,2019-04-05,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,128,8,18.1,132,10,18.5,normal,Royal Challengers Bangalore,wickets,4,Quinton Thakur,Kumar Dharmasena,Rod Tucker,True
M0694,2019,12,League,2019-04-07,M. A. Chidambaram Stadium,Chennai,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,252,8,18.4,232,1,18.0,normal,Kolkata Knight Riders,runs,20,Dewald Buttler,Marais Erasmus,Sundaram Ravi,False
M0695,2019,13,League,2019-04-09,Brabourne Stadium,Mumbai,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,152,5,19.8,162,3,15.0,normal,Rajasthan Royals,wickets,8,Marcus Coetzee,Anil Chaudhary,KN Ananthapadmanabhan,False
M0696,2019,14,League,2019-04-10,Eden Gardens,Kolkata,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,112,10,20.0,100,8,15.2,normal,Kolkata Knight Riders,runs,12,Shoaib Amir,Marais Erasmus,S Ravi,True
M0697,2019,15,League,2019-04-12,Arun Jaitley Stadium,Delhi,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,139,8,18.2,123,9,16.1,normal,Delhi Capitals,runs,16,Rassie Rizwan,AK Chaudhary,Michael Gough,False
