player_id,player_name,nationality,dob_year,batting_style,bowling_style,playing_role,ipl_debut_season,last_season_played,is_capped_international,base_price_lakh,highest_auction_price_lakh
P0534,Ben Yadav,India,1982,Left-hand bat,,Batsman,2008,2016,True,150,235
P0535,Steve Shaw,England,2000,Left-hand bat,Left-arm fast-medium,Bowler,2024,2025,False,50,220
P0536,Krunal Brewis,England,1980,Right-hand bat,Left-arm wrist spin,All-Rounder,2008,2010,True,75,330
P0537,Nathan Kumar,Sri Lanka,1997,Left-hand bat,Left-arm fast,Bowler,2018,2025,False,50,265
P0538,Sanju Rizwan,Australia,1980,Left-hand bat,Left-arm wrist spin,All-Rounder,2008,2010,False,50,315
P0539,Marco Stubbs,India,2004,Right-hand bat,,Batsman,2022,2025,False,100,815
P0540,Yuzvendra Kumar,India,1983,Right-hand bat,Left-arm fast-medium,Bowler,2008,2015,False,20,95
P0541,Ajinkya Padikkal,Australia,1985,Right-hand bat,Left-arm orthodox,All-Rounder,2008,2019,False,150,280
P0542,Devdutt Thakur,England,2004,Right-hand bat,,Batsman,2021,2025,True,75,130
P0543,Tom Marsh,England,1979,Right-hand bat,Left-arm wrist spin,All-Rounder,2008,2012,True,200,505
P0544,Marcus Curran,India,1995,Left-hand bat,Slow left-arm orthodox,All-Rounder,2016,2023,True,100,735
P0545,Dinesh Azam,India,1991,Left-hand bat,,Batsman,2013,2015,False,100,110
P0546,Mohammad Boult,Ireland,1978,Right-hand bat,,Wicketkeeper-Batsman,2008,2010,True,200,820
P0547,Gulbadin Salt,India,1991,Right-hand bat,Right-arm leg break,Bowler,2011,2022,True,40,250
P0548,Rashid Ashraf,India,1978,Right-hand bat,Slow left-arm orthodox,All-Rounder,2008,2019,False,20,50
P0549,Mayank Padikkal,England,1991,Right-hand bat,,Wicketkeeper-Batsman,2015,2025,False,200,1730
P0550,Deepak Root,India,1985,Right-hand bat,Left-arm wrist spin,Bowler,2008,2015,True,100,110
P0551,Lockie de Kock,England,1979,Right-hand bat,Right-arm fast-medium,All-Rounder,2008,2018,True,75,655
P0552,Dwayne Brook,USA,2002,Left-hand bat,,Batsman,2023,2025,False,100,185
P0553,Steve Rabada,India,1998,Left-hand bat,Slow left-arm orthodox,Bowler,2019,2025,True,20,220
P0554,Rohit Shami,New Zealand,1991,Left-hand bat,Left-arm fast-medium,Bowler,2013,2025,True,50,210
P0555,Dwaine Marsh,India,1998,Left-hand bat,Left-arm fast-medium,All-Rounder,2022,2025,False,40,290
P0556,Dale de Bruyn,India,1980,Right-hand bat,Right-arm medium,Bowler,2008,2013,True,40,310
P0557,Faf Sharma,New Zealand,1999,Right-hand bat,Left-arm fast-medium,All-Rounder,2023,2025,False,200,585
P0558,Quinton Thakur,India,1980,Right-hand bat,,Batsman,2008,2018,True,200,540
P0559,Naveen Stubbs,India,1996,Right-hand bat,Slow left-arm orthodox,Bowler,2018,2019,False,150,585
P0560,KL Stokes,New Zealand,2002,Right-hand bat,Left-arm wrist spin,Bowler,2022,2025,True,150,1315
P0561,Martin Samson,India,1988,Right-hand bat,,Wicketkeeper-Batsman,2008,2010,False,100,800
P0562,Gulbadin Lyon,India,2003,Left-hand bat,,Wicketkeeper-Batsman,2021,2025,True,150,1115
P0563,Manish Pretorius,Australia,1999,Right-hand bat,,Batsman,2018,2024,True,100,110
P0564,Rishabh Sharma,India,1985,Right-hand bat,Slow left-arm orthodox,Bowler,2008,2013,True,40,55
P0565,Shubman Marsh,England,2000,Left-hand bat,Left-arm fast-medium,All-Rounder,2018,2020,True,200,1530
P0566,Aaron Anderson,South Africa,1986,Left-hand bat,Right-arm medium,Bowler,2008,2016,True,150,1695
P0567,Dwaine Ngidi,New Zealand,1988,Right-hand bat,Slow left-arm orthodox,All-Rounder,2009,2012,False,200,365
P0568,Mohammad Gill,India,1993,Left-hand bat,,Batsman,2013,2023,True,75,220
P0569,Martin Karthik,India,1992,Right-hand bat,Slow left-arm orthodox,All-Rounder,2013,2015,True,20,35
P0570,Faf Klaasen,South Africa,1978,Left-hand bat,Left-arm fast,Bowler,2008,2019,False,75,295
P0571,Gerald Chahal,Australia,1990,Right-hand bat,Left-arm wrist spin,Bowler,2008,2017,False,40,40
P0572,Tom Klaasen,India,1987,Right-hand bat,Left-arm orthodox,Bowler,2010,2011,True,150,1795
P0573,Faheem Pandey,New Zealand,1987,Right-hand bat,,Wicketkeeper-Batsman,2008,2011,True,100,145
P0574,Moeen Amla,South Africa,1993,Left-hand bat,Slow left-arm orthodox,All-Rounder,2011,2025,True,150,875
P0575,Ravindra Ali,Australia,1980,Left-hand bat,,Batsman,2008,2016,False,100,1160
P0576,MS Jadeja,India,1984,Right-hand bat,,Batsman,2008,2019,True,200,2125
P0577,Shikhar Archer,Australia,1978,Right-hand bat,,Wicketkeeper-Batsman,2008,2023,False,100,150
P0578,Trent Sharma,West Indies,1981,Right-hand bat,,Batsman,2008,2018,True,40,410
P0579,Tom Starc,India,2003,Right-hand bat,,Batsman,2023,2025,False,50,495
P0580,Manish Iyer,Australia,1988,Left-hand bat,,Batsman,2008,2021,True,20,150
